id,scheduled_at,platform,song,imagery,imagery_url,clip_url,text,drafts,reply_text,x_media_key,media_key,approved,execution_mode,post_type,desired_privacy
FP-AUTO-281,2026-06-30T21:15:00-04:00,X,Twelve Dollars,Twelve Dollars daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars-youtube-thumbnail.jpg,,"Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.","Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.||Twelve Dollars gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Twelve Dollars. The full remaster is live in the archive.",Watch Twelve Dollars: https://youtu.be/G2RlCwZKOsk | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-twelve-dollars-cover,no,auto,image,
FP-AUTO-282,2026-06-30T21:35:00-04:00,Instagram,Twelve Dollars,Twelve Dollars daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars-youtube-thumbnail.jpg,,"Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.","Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.||Twelve Dollars gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Twelve Dollars. The full remaster is live in the archive.",Watch Twelve Dollars: https://youtu.be/G2RlCwZKOsk | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-twelve-dollars-cover,no,auto,image,
FP-AUTO-283,2026-06-30T21:55:00-04:00,Facebook,Twelve Dollars,Twelve Dollars daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars-youtube-thumbnail.jpg,,"Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.","Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.||Twelve Dollars gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Twelve Dollars. The full remaster is live in the archive.",Watch Twelve Dollars: https://youtu.be/G2RlCwZKOsk | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-twelve-dollars-cover,no,auto,image,
FP-AUTO-284,2026-06-30T22:15:00-04:00,TikTok,Twelve Dollars,Twelve Dollars daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars-youtube-thumbnail.jpg,https://www.lilyroo.com/assets/media/twelve-dollars-youtube-remaster-public.mp4,"Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.","Twelve Dollars is the stage light, the joke, and the receipt. Watch the remastered video. Full Twelve Dollars playlist is live.||Twelve Dollars gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Twelve Dollars. The full remaster is live in the archive.",Watch Twelve Dollars: https://youtu.be/G2RlCwZKOsk | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-twelve-dollars-video,no,auto,video,PUBLIC_TO_EVERYONE
FP-LAUNCH-ANALOG-MYTH-X,2026-07-01T00:45:00-04:00,X,Analog Myth,Analog Myth launch day cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth is live. Eight songs, one broken clock, and the Echo Thread episode for the track-by-track walk-through.","Analog Myth is live. Eight songs, one broken clock, and the Echo Thread episode for the track-by-track walk-through.||Analog Myth is out now. Time broke; the album kept the receipts. The Echo Thread episode is up too.||Launch day transmission: Analog Myth is public, and the Echo Thread episode is waiting in the wire.",Album: https://www.lilyroo.com/analog-myth.html | Podcast: https://www.lilyroo.com/podcasts/analog-myth.html,,analog-myth-cover,yes,auto,image,
FP-LAUNCH-ANALOG-MYTH-FACEBOOK,2026-07-01T00:55:00-04:00,Facebook,Analog Myth,Analog Myth launch day cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth is live. Eight songs, one broken clock, and the Echo Thread episode for the track-by-track walk-through.","Analog Myth is live. Eight songs, one broken clock, and the Echo Thread episode for the track-by-track walk-through.||Analog Myth is out now. Time broke; the album kept the receipts. The Echo Thread episode is up too.||Launch day transmission: Analog Myth is public, and the Echo Thread episode is waiting in the wire.",Album: https://www.lilyroo.com/analog-myth.html | Podcast: https://www.lilyroo.com/podcasts/analog-myth.html,,analog-myth-cover,yes,auto,image,
FP-STORY-I-LEARNED-IT-ALL-IN-FIFTEEN-SECONDS-FACEBOOK-ARCHIVE-CTA,2026-07-01T11:20:00-04:00,Facebook,I Learned It All in Fifteen Seconds,,,,I Learned It All in Fifteen Seconds is live in the Lily Roo archive. The archive version is live now.,I Learned It All in Fifteen Seconds is live in the Lily Roo archive. The archive version is live now.||I Learned It All in Fifteen Seconds is live in the Lily Roo archive. Full remastered playlist is live.||I Learned It All in Fifteen Seconds is part of the Lily Roo archive now. The remastered version is up.,Stream: https://open.spotify.com/album/4Al5eYOqGFMKEES5fDWIfI,,,no,auto,text,
FP-LAUNCH-ANALOG-MYTH-X-EVENING,2026-07-01T18:35:00-04:00,X,Analog Myth,Analog Myth launch follow-up,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth is out now. Eight songs, one broken clock, and the Echo Thread play-through has the songs in the room.","Analog Myth is out now. Eight songs, one broken clock, and the Echo Thread play-through has the songs in the room.||Launch day transmission: Analog Myth is public, and the full play-through is live with the songs inside it.||Analog Myth is live now. The album page, playlist, and Echo Thread episode are all in one place.",Album: https://www.lilyroo.com/analog-myth.html | Podcast: https://www.lilyroo.com/podcasts/analog-myth.html | YouTube: https://youtu.be/xX2-Xf161js,,analog-myth-cover,yes,auto,image,
FP-LAUNCH-ANALOG-MYTH-FACEBOOK-EVENING,2026-07-01T18:50:00-04:00,Facebook,Analog Myth,Analog Myth launch follow-up,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth is live today. Eight songs, one broken clock, and the full Echo Thread play-through with the songs inside the episode.","Analog Myth is live today. Eight songs, one broken clock, and the full Echo Thread play-through with the songs inside the episode.||The Analog Myth launch is live: album page, full playlist, and the Echo Thread episode are all up now.||Launch day for Analog Myth. The album is public, and the play-through episode has the songs in the room.",Album: https://www.lilyroo.com/analog-myth.html | Podcast: https://www.lilyroo.com/podcasts/analog-myth.html | YouTube: https://youtu.be/xX2-Xf161js,,analog-myth-cover,yes,auto,image,
FP-LAUNCH-ANALOG-MYTH-X-NIGHT,2026-07-01T21:05:00-04:00,X,Analog Myth,Analog Myth launch follow-up,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Launch day night signal: Analog Myth is live, strange, and fully in the room. Start with the album page or the Echo Thread play-through.","Launch day night signal: Analog Myth is live, strange, and fully in the room. Start with the album page or the Echo Thread play-through.||Analog Myth is live now. The clock is lying, the songs are awake, and the full play-through is up.||If you missed the launch post: Analog Myth is public today, with the full Echo Thread play-through live too.",Album: https://www.lilyroo.com/analog-myth.html | Podcast: https://www.lilyroo.com/podcasts/analog-myth.html | YouTube: https://youtu.be/xX2-Xf161js,,analog-myth-cover,yes,auto,image,
FP-LAUNCH-ANALOG-MYTH-FACEBOOK-NIGHT,2026-07-01T21:20:00-04:00,Facebook,Analog Myth,Analog Myth launch follow-up,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth launch day continues tonight. The album is live, and the Echo Thread play-through includes the songs inside the episode.","Analog Myth launch day continues tonight. The album is live, and the Echo Thread play-through includes the songs inside the episode.||Analog Myth is public today: the album page is live, the playlist is live, and the full play-through is live.||Night signal from the Analog Myth launch: eight songs, one broken clock, and a full Echo Thread episode with the music in the room.",Album: https://www.lilyroo.com/analog-myth.html | Podcast: https://www.lilyroo.com/podcasts/analog-myth.html | YouTube: https://youtu.be/xX2-Xf161js,,analog-myth-cover,yes,auto,image,
FP-BRAND-AM-01-13-X,2026-07-04T10:15:00-04:00,X,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,"13 opens Analog Myth like a calendar with a loose wire: odd numbers, warm tape, big signal.","13 opens Analog Myth like a calendar with a loose wire: odd numbers, warm tape, big signal.||Today in the Analog Myth room: 13 opens like a calendar with a loose wire. Odd numbers, warm tape, big signal.","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-01-13-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-01-13-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-01-13-x&to=video",,analog-myth-01-13-cover,yes,auto,image,
FP-BRAND-AM-01-13-FACEBOOK,2026-07-04T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,"Analog Myth track 1: 13 opens like a calendar with a loose wire. Odd numbers, warm tape, big signal.

Start at the first page: odd numbers, warm tape, and a room that already feels a little haunted.","Analog Myth track 1: 13 opens like a calendar with a loose wire. Odd numbers, warm tape, big signal.

Start at the first page: odd numbers, warm tape, and a room that already feels a little haunted.||Today in the Analog Myth room: 13 opens like a calendar with a loose wire. Odd numbers, warm tape, big signal.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-01-13-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-01-13-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-01-13-facebook&to=video",,analog-myth-01-13-cover,yes,auto,image,
FP-BRAND-AM-02-GIRLS-CAMP-X,2026-07-05T10:15:00-04:00,X,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,Girls Camp keeps the cabin lights buzzing and the sleepaway myth slightly haunted.,Girls Camp keeps the cabin lights buzzing and the sleepaway myth slightly haunted.||Today in the Analog Myth room: Girls Camp sounds like a sleepaway myth told under fluorescent lights.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-02-girls-camp-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-02-girls-camp-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-02-girls-camp-x&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,
FP-BRAND-AM-02-GIRLS-CAMP-FACEBOOK,2026-07-05T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,"Analog Myth track 2: Girls Camp sounds like a sleepaway myth told under fluorescent lights.

It has that fluorescent sleepaway feeling: funny until the shadows start answering back.","Analog Myth track 2: Girls Camp sounds like a sleepaway myth told under fluorescent lights.

It has that fluorescent sleepaway feeling: funny until the shadows start answering back.||Today in the Analog Myth room: Girls Camp sounds like a sleepaway myth told under fluorescent lights.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-02-girls-camp-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-02-girls-camp-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-02-girls-camp-facebook&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,
FP-BRAND-AM-03-ANALOG-MYTH-X,2026-07-06T10:15:00-04:00,X,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Title track signal: broken clocks, warm tape, exact little lies. Analog Myth is live.","Title track signal: broken clocks, warm tape, exact little lies. Analog Myth is live.||Today in the Analog Myth room: Analog Myth is the title track: broken clocks, warm tape, exact little lies.","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-03-analog-myth-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-03-analog-myth-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-03-analog-myth-x&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,
FP-BRAND-AM-03-ANALOG-MYTH-FACEBOOK,2026-07-06T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth track 3: Analog Myth is the title track: broken clocks, warm tape, exact little lies.

This is the album's thesis statement: reality as a warm machine that keeps choosing the wrong time.","Analog Myth track 3: Analog Myth is the title track: broken clocks, warm tape, exact little lies.

This is the album's thesis statement: reality as a warm machine that keeps choosing the wrong time.||Today in the Analog Myth room: Analog Myth is the title track: broken clocks, warm tape, exact little lies.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-03-analog-myth-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-03-analog-myth-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-03-analog-myth-facebook&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,
FP-BRAND-AM-04-SPILLING-THE-TEA-X,2026-07-07T10:15:00-04:00,X,Analog Myth,Analog Myth track 4 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/04-spilling-the-tea.jpg,,Spilling the Tea turns gossip into cinema and keeps the receipt drawer open.,Spilling the Tea turns gossip into cinema and keeps the receipt drawer open.||Today in the Analog Myth room: Spilling the Tea keeps the gossip cinematic and the receipt drawer open.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-04-spilling-the-tea-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-04-spilling-the-tea-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-04-spilling-the-tea-x&to=video",,analog-myth-04-spilling-the-tea-cover,yes,auto,image,
FP-BRAND-AM-04-SPILLING-THE-TEA-FACEBOOK,2026-07-07T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 4 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/04-spilling-the-tea.jpg,,"Analog Myth track 4: Spilling the Tea keeps the gossip cinematic and the receipt drawer open.

Side-eye, receipts, and a grin that knows exactly where the story is hiding.","Analog Myth track 4: Spilling the Tea keeps the gossip cinematic and the receipt drawer open.

Side-eye, receipts, and a grin that knows exactly where the story is hiding.||Today in the Analog Myth room: Spilling the Tea keeps the gossip cinematic and the receipt drawer open.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-04-spilling-the-tea-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-04-spilling-the-tea-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-04-spilling-the-tea-facebook&to=video",,analog-myth-04-spilling-the-tea-cover,yes,auto,image,
FP-BRAND-AM-05-NO-MORTGAGE-X,2026-07-08T10:15:00-04:00,X,Analog Myth,Analog Myth track 5 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/05-no-mortgage.jpg,,"No Mortgage makes domestic anxiety feel bright, strange, and ready to bolt.","No Mortgage makes domestic anxiety feel bright, strange, and ready to bolt.||Today in the Analog Myth room: No Mortgage turns domestic anxiety into a bright little dare.","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-05-no-mortgage-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-05-no-mortgage-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-05-no-mortgage-x&to=video",,analog-myth-05-no-mortgage-cover,yes,auto,image,
FP-BRAND-AM-05-NO-MORTGAGE-FACEBOOK,2026-07-08T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 5 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/05-no-mortgage.jpg,,"Analog Myth track 5: No Mortgage turns domestic anxiety into a bright little dare.

A bright little dare about escape plans, domestic panic, and the fantasy of putting the keys down.","Analog Myth track 5: No Mortgage turns domestic anxiety into a bright little dare.

A bright little dare about escape plans, domestic panic, and the fantasy of putting the keys down.||Today in the Analog Myth room: No Mortgage turns domestic anxiety into a bright little dare.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-05-no-mortgage-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-05-no-mortgage-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-05-no-mortgage-facebook&to=video",,analog-myth-05-no-mortgage-cover,yes,auto,image,
FP-BRAND-AM-06-GUARDS-DOWN-X,2026-07-09T10:15:00-04:00,X,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,Guards Down catches the armor right as it starts making noise on the floor.,Guards Down catches the armor right as it starts making noise on the floor.||Today in the Analog Myth room: Guards Down is the moment the armor starts making noise on the floor.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-06-guards-down-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-06-guards-down-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-06-guards-down-x&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,
FP-BRAND-AM-06-GUARDS-DOWN-FACEBOOK,2026-07-09T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,"Analog Myth track 6: Guards Down is the moment the armor starts making noise on the floor.

The brave face slips here, and the soft part gets the microphone for a minute.","Analog Myth track 6: Guards Down is the moment the armor starts making noise on the floor.

The brave face slips here, and the soft part gets the microphone for a minute.||Today in the Analog Myth room: Guards Down is the moment the armor starts making noise on the floor.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-06-guards-down-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-06-guards-down-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-06-guards-down-facebook&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,
FP-BRAND-AM-07-SLOW-WALK-X,2026-07-10T10:15:00-04:00,X,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,Slow Walk refuses the sprint and lets the whole room adjust to its pace.,Slow Walk refuses the sprint and lets the whole room adjust to its pace.||Today in the Analog Myth room: Slow Walk refuses the sprint. The song takes its time and still gets there first.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-07-slow-walk-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-07-slow-walk-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-07-slow-walk-x&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,
FP-BRAND-AM-07-SLOW-WALK-FACEBOOK,2026-07-10T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,"Analog Myth track 7: Slow Walk refuses the sprint. The song takes its time and still gets there first.

A song for keeping your own pace while the rest of the room mistakes speed for power.","Analog Myth track 7: Slow Walk refuses the sprint. The song takes its time and still gets there first.

A song for keeping your own pace while the rest of the room mistakes speed for power.||Today in the Analog Myth room: Slow Walk refuses the sprint. The song takes its time and still gets there first.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-07-slow-walk-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-07-slow-walk-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-07-slow-walk-facebook&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,
FP-BRAND-AM-08-THE-POWER-OF-LIGHT-X,2026-07-11T10:15:00-04:00,X,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,The Power of Light closes Analog Myth with a switch you can almost hear.,The Power of Light closes Analog Myth with a switch you can almost hear.||Today in the Analog Myth room: The Power of Light closes the room with a switch you can almost hear.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-08-the-power-of-light-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-08-the-power-of-light-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-08-the-power-of-light-x&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,
FP-BRAND-AM-08-THE-POWER-OF-LIGHT-FACEBOOK,2026-07-11T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,"Analog Myth track 8: The Power of Light closes the room with a switch you can almost hear.

The closer turns the last switch into a small revelation.","Analog Myth track 8: The Power of Light closes the room with a switch you can almost hear.

The closer turns the last switch into a small revelation.||Today in the Analog Myth room: The Power of Light closes the room with a switch you can almost hear.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-08-the-power-of-light-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-08-the-power-of-light-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-08-the-power-of-light-facebook&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,
FP-BRAND-AM-W2-01-13-X,2026-07-12T10:15:00-04:00,X,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,13 counts down and refuses to become clean math. Analog Myth keeps humming.,13 counts down and refuses to become clean math. Analog Myth keeps humming.||Second pass through the Analog Myth room: 13 counts down and refuses to become clean math.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-01-13-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-01-13-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-01-13-x&to=video",,analog-myth-01-13-cover,yes,auto,image,
FP-BRAND-AM-W2-01-13-FACEBOOK,2026-07-12T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,"Analog Myth afterglow, track 1: 13 counts down and refuses to become clean math.

The album page, Echo Thread play-through, and full playlist are live.","Analog Myth afterglow, track 1: 13 counts down and refuses to become clean math.

The album page, Echo Thread play-through, and full playlist are live.||Second pass through the Analog Myth room: 13 counts down and refuses to become clean math.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-01-13-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-01-13-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-01-13-facebook&to=video",,analog-myth-01-13-cover,yes,auto,image,
FP-BRAND-AM-W2-02-GIRLS-CAMP-X,2026-07-13T10:15:00-04:00,X,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,Girls Camp leaves the old cabin lights on just long enough for the story to change shape. Analog Myth keeps humming.,Girls Camp leaves the old cabin lights on just long enough for the story to change shape. Analog Myth keeps humming.||Second pass through the Analog Myth room: Girls Camp leaves the old cabin lights on just long enough for the story to change shape.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-02-girls-camp-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-02-girls-camp-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-02-girls-camp-x&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,
FP-BRAND-AM-W2-02-GIRLS-CAMP-FACEBOOK,2026-07-13T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,"Analog Myth afterglow, track 2: Girls Camp leaves the old cabin lights on just long enough for the story to change shape.

The album page, Echo Thread play-through, and full playlist are live.","Analog Myth afterglow, track 2: Girls Camp leaves the old cabin lights on just long enough for the story to change shape.

The album page, Echo Thread play-through, and full playlist are live.||Second pass through the Analog Myth room: Girls Camp leaves the old cabin lights on just long enough for the story to change shape.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-02-girls-camp-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-02-girls-camp-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-02-girls-camp-facebook&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,
FP-BRAND-AM-W2-03-ANALOG-MYTH-X,2026-07-14T10:15:00-04:00,X,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,Analog Myth keeps the clocks unreliable and the tape warm. Analog Myth keeps humming.,Analog Myth keeps the clocks unreliable and the tape warm. Analog Myth keeps humming.||Second pass through the Analog Myth room: Analog Myth keeps the clocks unreliable and the tape warm.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-03-analog-myth-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-03-analog-myth-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-03-analog-myth-x&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,
FP-BRAND-AM-W2-03-ANALOG-MYTH-FACEBOOK,2026-07-14T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth afterglow, track 3: Analog Myth keeps the clocks unreliable and the tape warm.

The album page, Echo Thread play-through, and full playlist are live.","Analog Myth afterglow, track 3: Analog Myth keeps the clocks unreliable and the tape warm.

The album page, Echo Thread play-through, and full playlist are live.||Second pass through the Analog Myth room: Analog Myth keeps the clocks unreliable and the tape warm.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-03-analog-myth-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-03-analog-myth-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-03-analog-myth-facebook&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,
FP-BRAND-AM-W2-04-SPILLING-THE-TEA-X,2026-07-15T10:15:00-04:00,X,Analog Myth,Analog Myth track 4 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/04-spilling-the-tea.jpg,,Spilling the Tea turns the receipt drawer into a tiny movie set. Analog Myth keeps humming.,Spilling the Tea turns the receipt drawer into a tiny movie set. Analog Myth keeps humming.||Second pass through the Analog Myth room: Spilling the Tea turns the receipt drawer into a tiny movie set.,"Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-04-spilling-the-tea-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-04-spilling-the-tea-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-04-spilling-the-tea-x&to=video",,analog-myth-04-spilling-the-tea-cover,yes,auto,image,
